day,cola_300ml,cola_600ml,guazi,haipai_hainorim,haipiao_haibo,redbull,haixiangcuilan,luosifen_335g,qiaqia_oatmeal,spicy_chicken_noodle,TeLunSuMilk,wangzai_milk,xiangbage_honey_chicken_wings
2020/11/12,1.0,1.0,2.0,0.0,1.0,7.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
2020/11/13,5.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/14,1.0,0.0,0.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0
2020/11/15,3.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,17.0,0.0,1.0
2020/11/16,0.0,0.0,4.0,3.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/17,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
2020/11/18,0.0,4.0,2.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0
2020/11/19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0
2020/11/20,0.0,1.0,1.0,5.0,0.0,11.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0
2020/11/21,0.0,2.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/22,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0
2020/11/23,0.0,0.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2020/11/24,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/11/25,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0
2020/11/26,1.0,2.0,0.0,4.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0
2020/11/27,3.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0
2020/11/28,4.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2020/11/29,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
2020/11/30,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020/12/1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2020/12/2,3.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0
2020/12/3,0.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2020/12/4,4.0,0.0,0.0,5.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
2020/12/5,4.0,5.0,0.0,1.0,0.0,11.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0
2020/12/6,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2020/12/7,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,2.0,1.0
2020/12/8,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,5.0,7.0
2020/12/9,2.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020/12/10,0.0,2.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
2020/12/11,1.0,7.0,4.0,1.0,1.0,11.0,0.0,4.0,0.0,1.0,3.0,2.0,0.0
2020/12/12,0.0,1.0,5.0,1.0,2.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
2020/12/13,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2020/12/14,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0
2020/12/15,0.0,2.0,0.0,1.0,0.0,6.0,7.0,5.0,0.0,0.0,5.0,0.0,0.0
2020/12/16,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0
2020/12/17,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020/12/18,6.0,1.0,0.0,1.0,0.0,13.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0
2020/12/19,0.0,1.0,0.0,0.0,5.0,13.0,7.0,0.0,0.0,2.0,4.0,4.0,0.0
2020/12/20,1.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0
2020/12/21,4.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
2020/12/22,1.0,0.0,0.0,0.0,4.0,1.0,5.0,2.0,1.0,0.0,1.0,5.0,0.0
2020/12/23,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,5.0,1.0,25.0
2020/12/24,2.0,1.0,0.0,4.0,0.0,5.0,5.0,5.0,0.0,0.0,2.0,4.0,1.0
2020/12/25,2.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
2020/12/26,0.0,0.0,0.0,2.0,0.0,9.0,0.0,4.0,0.0,0.0,4.0,6.0,0.0
2020/12/27,2.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
2020/12/28,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0
2020/12/29,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2020/12/30,2.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
2020/12/31,0.0,0.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0
2021/1/1,0.0,0.0,0.0,1.0,0.0,14.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0
2021/1/2,1.0,0.0,0.0,1.0,1.0,12.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2021/1/3,0.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0
2021/1/4,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0
2021/1/5,0.0,3.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2021/1/6,3.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
2021/1/7,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0
2021/1/8,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2021/1/9,1.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,4.0,0.0,6.0
2021/1/10,0.0,1.0,0.0,0.0,0.0,4.0,7.0,4.0,0.0,0.0,1.0,7.0,0.0
2021/1/11,0.0,3.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0
2021/1/12,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
2021/1/13,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2021/1/14,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0
2021/1/15,2.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0
2021/1/16,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0
2021/1/17,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021/1/18,1.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0
2021/1/19,0.0,1.0,4.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0
2021/1/20,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2021/1/21,1.0,1.0,0.0,1.0,5.0,3.0,6.0,0.0,0.0,0.0,5.0,2.0,0.0
2021/1/22,2.0,5.0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0
2021/1/23,0.0,4.0,0.0,5.0,0.0,11.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
2021/1/24,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,2.0,21.0,0.0
2021/1/25,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2021/1/26,0.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
2021/1/27,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021/1/28,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,29.0
2021/1/29,0.0,0.0,0.0,1.0,3.0,12.0,7.0,0.0,0.0,0.0,3.0,3.0,0.0
2021/1/30,3.0,3.0,3.0,0.0,4.0,15.0,7.0,0.0,0.0,2.0,0.0,5.0,0.0
2021/1/31,7.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,1.0,0.0,0.0,2.0,0.0
2021/2/1,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
2021/2/2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,4.0,0.0,7.0
2021/2/3,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
2021/2/4,0.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,5.0,3.0,1.0
2021/2/5,1.0,0.0,0.0,1.0,0.0,14.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0
2021/2/6,2.0,0.0,3.0,0.0,3.0,13.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0
2021/2/7,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0
2021/2/8,3.0,2.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0
2021/2/9,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,4.0,1.0,0.0
2021/2/10,0.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,0.0,2.0,1.0,7.0,0.0
2021/2/11,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0
2021/2/12,2.0,4.0,0.0,0.0,4.0,13.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0
2021/2/13,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0
2021/2/14,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
2021/2/15,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0
2021/2/16,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,6.0,1.0
2021/2/17,3.0,0.0,0.0,2.0,1.0,7.0,5.0,3.0,0.0,0.0,2.0,2.0,3.0
2021/2/18,0.0,3.0,0.0,4.0,0.0,6.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0
2021/2/19,4.0,0.0,0.0,0.0,2.0,14.0,1.0,4.0,1.0,0.0,2.0,4.0,0.0
2021/2/20,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0
2021/2/21,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0
2021/2/22,2.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0
2021/2/23,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0
2021/2/24,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0
2021/2/25,1.0,0.0,1.0,0.0,1.0,6.0,0.0,3.0,0.0,0.0,5.0,6.0,0.0
2021/2/26,2.0,1.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2021/2/27,1.0,0.0,0.0,3.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,7.0,5.0
2021/2/28,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/3/1,1.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2021/3/2,1.0,0.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2021/3/3,3.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0
2021/3/4,2.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0
2021/3/5,0.0,3.0,0.0,1.0,1.0,13.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0
2021/3/6,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/3/7,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,4.0,7.0,0.0
2021/3/8,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,1.0,0.0,2.0,4.0,0.0
2021/3/9,0.0,0.0,5.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,2.0,6.0,20.0
2021/3/10,0.0,0.0,5.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,5.0,6.0,2.0
2021/3/11,0.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,25.0
2021/3/12,1.0,1.0,0.0,3.0,0.0,15.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0
2021/3/13,0.0,1.0,3.0,0.0,0.0,12.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0
2021/3/14,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2021/3/15,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2021/3/16,1.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,4.0,0.0
2021/3/17,1.0,0.0,0.0,1.0,4.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2021/3/18,4.0,0.0,1.0,0.0,4.0,6.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0
2021/3/19,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
2021/3/20,0.0,0.0,3.0,1.0,0.0,10.0,0.0,5.0,1.0,0.0,22.0,2.0,0.0
2021/3/21,0.0,3.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
2021/3/22,2.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,2.0,0.0,5.0,4.0,29.0
2021/3/23,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0
2021/3/24,0.0,0.0,0.0,5.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2021/3/25,4.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0
2021/3/26,0.0,3.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0
2021/3/27,0.0,1.0,0.0,0.0,0.0,14.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0
2021/3/28,0.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0
2021/3/29,1.0,2.0,5.0,1.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
2021/3/30,0.0,1.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021/3/31,3.0,2.0,4.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0
2021/4/1,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,4.0,0.0
2021/4/2,5.0,0.0,1.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0
2021/4/3,1.0,1.0,1.0,0.0,0.0,14.0,7.0,3.0,0.0,0.0,1.0,0.0,4.0
2021/4/4,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,7.0,7.0
2021/4/5,0.0,6.0,5.0,3.0,0.0,6.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0
2021/4/6,2.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/4/7,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,5.0,0.0,0.0
2021/4/8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0
2021/4/9,2.0,1.0,0.0,0.0,2.0,14.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0
2021/4/10,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
2021/4/11,0.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,7.0,3.0
2021/4/12,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
2021/4/13,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2021/4/14,1.0,2.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/4/15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/4/16,0.0,0.0,0.0,1.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2021/4/17,0.0,0.0,0.0,0.0,2.0,9.0,1.0,1.0,0.0,0.0,4.0,5.0,3.0
2021/4/18,0.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,25.0
2021/4/19,3.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
2021/4/20,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0
2021/4/21,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2021/4/22,2.0,1.0,5.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0
2021/4/23,0.0,1.0,0.0,0.0,2.0,15.0,6.0,1.0,2.0,0.0,0.0,2.0,1.0
2021/4/24,0.0,0.0,1.0,2.0,2.0,12.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0
2021/4/25,1.0,1.0,3.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0
2021/4/26,5.0,1.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0
2021/4/27,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,1.0,0.0,4.0,0.0,1.0
2021/4/28,0.0,0.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
2021/4/29,1.0,0.0,0.0,5.0,0.0,4.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0
2021/4/30,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
2021/5/1,4.0,3.0,0.0,0.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2021/5/2,2.0,3.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,1.0,5.0,7.0,1.0
2021/5/3,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0
2021/5/4,1.0,1.0,1.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0
2021/5/5,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
2021/5/6,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,6.0,6.0
2021/5/7,3.0,0.0,3.0,4.0,0.0,12.0,0.0,1.0,1.0,0.0,4.0,5.0,1.0
2021/5/8,1.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2021/5/9,3.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0
2021/5/10,0.0,2.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0
2021/5/11,3.0,0.0,0.0,0.0,3.0,5.0,6.0,3.0,2.0,0.0,3.0,0.0,0.0
2021/5/12,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0
2021/5/13,1.0,1.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0
2021/5/14,2.0,0.0,3.0,3.0,2.0,12.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0
2021/5/15,2.0,0.0,0.0,0.0,2.0,14.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0
2021/5/16,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0
2021/5/17,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,24.0,2.0,0.0
2021/5/18,4.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0
2021/5/19,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/5/20,1.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,0.0,5.0,7.0,0.0
2021/5/21,0.0,1.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0
2021/5/22,0.0,3.0,2.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0
2021/5/23,0.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0
2021/5/24,0.0,0.0,0.0,5.0,0.0,7.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
2021/5/25,0.0,0.0,5.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0
2021/5/26,0.0,6.0,0.0,1.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0
2021/5/27,2.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,3.0
2021/5/28,1.0,0.0,1.0,5.0,0.0,11.0,7.0,0.0,0.0,0.0,1.0,6.0,0.0
2021/5/29,0.0,1.0,2.0,0.0,0.0,15.0,5.0,5.0,0.0,0.0,2.0,7.0,0.0
2021/5/30,0.0,2.0,4.0,3.0,0.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
2021/5/31,0.0,4.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2021/6/1,0.0,0.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0
2021/6/2,1.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0
2021/6/3,2.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2021/6/4,1.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
2021/6/5,0.0,2.0,0.0,1.0,0.0,15.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0
2021/6/6,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0
2021/6/7,0.0,2.0,4.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0
2021/6/8,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,3.0,20.0
2021/6/9,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
2021/6/10,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0
2021/6/11,0.0,0.0,0.0,0.0,0.0,15.0,1.0,4.0,0.0,1.0,3.0,6.0,1.0
2021/6/12,2.0,1.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021/6/13,3.0,2.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021/6/14,1.0,3.0,0.0,3.0,0.0,2.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0
2021/6/15,0.0,2.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0
2021/6/16,6.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0
2021/6/17,1.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0
2021/6/18,1.0,1.0,0.0,1.0,0.0,11.0,3.0,0.0,0.0,2.0,3.0,1.0,0.0
2021/6/19,2.0,0.0,0.0,1.0,0.0,12.0,3.0,1.0,0.0,0.0,2.0,3.0,0.0
2021/6/20,2.0,2.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0
2021/6/21,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0
2021/6/22,1.0,0.0,3.0,0.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0
2021/6/23,1.0,3.0,2.0,0.0,4.0,6.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0
2021/6/24,1.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0
2021/6/25,2.0,1.0,0.0,0.0,0.0,10.0,5.0,5.0,1.0,0.0,3.0,0.0,0.0
2021/6/26,0.0,4.0,1.0,0.0,3.0,11.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2021/6/27,1.0,0.0,0.0,1.0,0.0,2.0,8.0,2.0,0.0,0.0,2.0,3.0,0.0
2021/6/28,3.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,2.0,0.0,5.0,4.0,1.0
2021/6/29,2.0,0.0,0.0,1.0,5.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0
2021/6/30,0.0,3.0,3.0,0.0,1.0,7.0,7.0,0.0,0.0,0.0,2.0,6.0,0.0
2021/7/1,2.0,0.0,0.0,5.0,1.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0
2021/7/2,0.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
2021/7/3,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
2021/7/4,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0
